Balance,Avg Rate (for Balance)
-0.031220406562842317,0.5586592178770949
-0.038069017344681134,0.5555555555555556
-0.055280875493570115,0.5524861878453039
-0.06505090306206274,0.5494505494505494
-0.052570818164612586,0.5524861878453039
-0.05752495215143402,0.5524861878453039
-0.05673385173303782,0.5494505494505494
-0.04709726661667686,0.5555555555555556
-0.047140566069337586,0.5555555555555556
-0.04712131626194053,0.5555555555555556
-0.045802797827710684,0.5555555555555556
-0.05201113300130202,0.5555555555555556
-0.04919076827924305,0.5555555555555556
-0.03873237132153117,0.5555555555555556
-0.04088740544116587,0.5555555555555556
-0.040936558796677215,0.5555555555555556
-0.049135065511977834,0.5555555555555556
-0.04878396067051616,0.5524861878453039
-0.048444227696850715,0.5524861878453039
-0.052645005346007946,0.5524861878453039
-0.052864056288343564,0.5524861878453039
-0.06012654865835398,0.5555555555555556
-0.06219571214892768,0.5524861878453039
-0.062168849585541267,0.5524861878453039
-0.061190830098196994,0.5524861878453039
-0.06133416539241638,0.5524861878453039
-0.0628530351922057,0.5524861878453039
-0.06107913792178587,0.5524861878453039
-0.06370810155139671,0.5524861878453039
-0.06373096345245846,0.5524861878453039
-0.06366314212762177,0.5524861878453039
-0.05221329440087224,0.5555555555555556
-0.052484330610309944,0.5555555555555556
-0.052751924652377345,0.5555555555555556
-0.05693448162113283,0.5524861878453039
-0.056548115478689216,0.5524861878453039
-0.059041443418065075,0.5524861878453039
-0.05987421652032993,0.5524861878453039
-0.06236903160475946,0.5524861878453039
-0.058072955026985375,0.5524861878453039
-0.05852906735901493,0.5524861878453039
-0.05605213121755027,0.5524861878453039
-0.057311944756653,0.5524861878453039
-0.05896240942259186,0.5524861878453039
-0.06369257388378857,0.5524861878453039
-0.06548238724548802,0.5524861878453039
-0.07783159960852849,0.5464480874316939
-0.059716463009019054,0.5524861878453039
-0.06114794255731326,0.5524861878453039
-0.062061698297882543,0.5524861878453039
-0.06202140256795496,0.5524861878453039
-0.0652271944881887,0.5524861878453039
-0.06650866855525066,0.5524861878453039
-0.06597719043188713,0.5494505494505494
-0.06400971608452422,0.5524861878453039
-0.06413840408012896,0.5524861878453039
-0.05130751794672963,0.5524861878453039
-0.05132079249606419,0.5524861878453039
-0.05159361423648886,0.5524861878453039
-0.05173002126451114,0.5524861878453039
-0.05174881029907205,0.5524861878453039
-0.05790619484211226,0.5494505494505494
-0.06448180511294525,0.5464480874316939
-0.06437524030298382,0.5434782608695652
-0.06435748604996204,0.5434782608695652
-0.06433637937733137,0.5434782608695652
-0.06739000766539971,0.5714285714285714
-0.0454180069832106,0.5780346820809249
-0.0458951926405604,0.5813953488372093
-0.050460071157978334,0.5813953488372093
-0.052067671626150704,0.5813953488372093
-0.05205927709321604,0.5813953488372093
-0.053361707045070546,0.5813953488372093
-0.054678671639626086,0.5780346820809249
-0.057526793357930615,0.5780346820809249
-0.05924637960383354,0.5780346820809249
-0.0590612195330126,0.5780346820809249
-0.06718630475016121,0.5780346820809249
-0.06754149753690765,0.5780346820809249
-0.06792166006470697,0.5780346820809249
-0.06863928287447683,0.5780346820809249
-0.06893991453187868,0.5780346820809249
-0.06802949961185376,0.5780346820809249
-0.09494871616384866,0.5714285714285714
-0.09558403708671873,0.5714285714285714
-0.09556136570029082,0.5714285714285714
-0.09550706265013081,0.5681818181818182
-0.09999999999999995,0.5681818181818182
-0.09425645441856922,0.5681818181818182
-0.07915655102890255,0.5714285714285714
-0.07893380505959129,0.5714285714285714
-0.07387202117032704,0.5780346820809249
-0.07384676551233493,0.5780346820809249
-0.07382162990466003,0.5780346820809249
-0.07654116801894001,0.5780346820809249
-0.07797015637816232,0.5747126436781609
-0.07725043486266463,0.5747126436781609
-0.0773740491374928,0.5747126436781609
-0.08555291443198217,0.5714285714285714
-0.08554425921007346,0.5714285714285714
-0.08817006861908959,0.5714285714285714
-0.08455334547772093,0.5714285714285714
-0.08859963620209918,0.5780346820809249
-0.08638035065969539,0.5780346820809249
-0.08607527337085812,0.5747126436781609
-0.08804793250003996,0.5747126436781609
-0.08852741607704992,0.5747126436781609
-0.08850797807483174,0.5747126436781609
-0.08986277142329009,0.5747126436781609
-0.09108824506209481,0.5747126436781609
-0.08317431312927138,0.5813953488372093
-0.07579532091561485,0.5813953488372093
-0.0752904045049029,0.5780346820809249
-0.08001709548125528,0.5847953216374269
-0.08197417837174638,0.5847953216374269
