Date,Balance,Avg Rate (for Balance)
2015-02-05,301866859.0,0.75
2015-02-06,300557817.1,0.74
2015-02-07,301940809.4,0.74
2015-02-08,310438945.9,0.72
2015-02-09,308198137.0,0.73
2015-02-10,310944906.7,0.72
2015-02-11,311260622.6,0.72
2015-02-12,311228790.5,0.72
2015-02-13,309576225.6,0.73
2015-02-14,309673270.9,0.73
2015-02-15,310429651.2,0.72
2015-02-16,312482602.0,0.72
2015-02-17,311744350.5,0.72
2015-02-18,312312364.4,0.72
2015-02-19,314405070.0,0.71
2015-02-20,313485852.8,0.71
2015-02-21,313674321.0,0.71
2015-02-22,314590798.9,0.71
2015-02-23,314148209.1,0.71
2015-02-24,314918309.6,0.71
2015-02-25,320938586.9,0.7
2015-02-26,322224122.9,0.7
2015-02-27,322638429.1,0.7
2015-02-28,323073113.0,0.7
2015-03-01,323580379.3,0.7
2015-03-02,323495038.2,0.7
2015-03-03,320679666.3,0.7
2015-03-04,319315906.0,0.71
2015-03-05,319401954.4,0.71
2015-03-06,318734756.4,0.71
2015-03-07,319434163.1,0.71
2015-03-08,321186655.0,0.7
2015-03-09,322541548.6,0.7
2015-03-10,323303856.5,0.66
2015-03-11,325818211.6,0.66
2015-03-12,328127675.7,0.66
2015-03-13,322851917.0,0.67
2015-03-14,323524132.0,0.67
2015-03-15,323824108.5,0.67
2015-03-16,324665206.7,0.66
2015-03-17,323632178.1,0.67
2015-03-18,324119123.0,0.67
2015-03-19,330344874.4,0.66
2015-03-20,332690680.8,0.65
2015-03-21,332955236.5,0.65
2015-03-22,334554224.6,0.65
2015-03-23,335318682.1,0.64
2015-03-24,334793356.3,0.65
2015-03-25,332970841.4,0.65
2015-03-26,330746266.4,0.66
2015-03-27,332519266.4,0.65
2015-03-28,332587160.9,0.65
2015-03-29,334068790.6,0.65
2015-03-30,331536848.4,0.69
2015-03-31,331737250.6,0.65
2015-04-01,332729953.1,0.58
2015-04-02,328733484.4,0.59
2015-04-03,327300724.2,0.59
2015-04-04,329375188.7,0.59
2015-04-05,329444586.7,0.59
2015-04-06,324271216.1,0.61
2015-04-07,324238222.1,0.61
2015-04-08,327611906.8,0.6
2015-04-09,331272280.6,0.59
2015-04-10,331131710.6,0.6
2015-04-11,331298512.9,0.6
2015-04-12,334119182.6,0.59
2015-04-13,334719147.8,0.59
2015-04-14,338396870.3,0.58
2015-04-15,333604093.0,0.6
2015-04-16,330744345.5,0.6
2015-04-17,332029697.9,0.59
2015-04-18,332600708.2,0.59
2015-04-19,333128110.3,0.59
2015-04-20,330968185.1,0.6
2015-04-21,332137043.9,0.6
2015-04-22,332018225.4,0.6
2015-04-23,333257751.3,0.59
2015-04-24,332681094.1,0.6
2015-04-25,332937219.6,0.6
2015-04-26,333214985.5,0.59
2015-04-27,333119280.3,0.6
2015-04-28,335780037.6,0.59
2015-04-29,335538465.0,0.59
2015-04-30,338220989.9,0.59
2015-05-01,339239310.9,0.58
2015-05-02,339402525.7,0.58
2015-05-03,339762776.3,0.58
2015-05-04,337713911.9,0.59
2015-05-05,342940078.7,0.57
2015-05-06,340022455.3,0.39
2015-05-07,340554337.7,0.38
2015-05-08,336864892.8,0.4
2015-05-09,337601740.6,0.4
2015-05-10,338229059.0,0.39
2015-05-11,310368956.0,0.42
2015-05-12,309026606.7,0.43
2015-05-13,307894831.6,0.43
2015-05-14,307377438.8,0.43
2015-05-15,303593237.1,0.44
2015-05-16,304123451.7,0.44
2015-05-17,304521751.0,0.44
2015-05-18,305585651.8,0.43
2015-05-19,304552412.7,0.43
2015-05-20,308441218.3,0.43
2015-05-21,310744763.8,0.43
2015-05-22,311421712.7,0.43
2015-05-23,311347313.5,0.43
2015-05-24,312708499.9,0.42
2015-05-25,314885799.6,0.42
2015-05-26,313612679.1,0.42
2015-05-27,312441779.7,0.43
2015-05-28,312891731.9,0.43
2015-05-29,314754741.1,0.42
2015-05-30,314994592.0,0.42
2015-05-31,314317764.7,0.43
2015-06-01,311417555.1,0.43
2015-06-02,316384065.9,0.42
2015-06-03,317510473.5,0.42
2015-06-04,318152339.4,0.42
2015-06-05,318401296.0,0.42
2015-06-06,319301373.8,0.42
2015-06-07,319845324.9,0.42
2015-06-08,318528110.5,0.42
2015-06-09,315192115.8,0.43
2015-06-10,313982033.0,0.43
2015-06-11,345091508.9,0.39
2015-06-12,354549439.9,0.38
2015-06-13,354681100.2,0.38
2015-06-14,355771773.0,0.38
2015-06-15,372493603.9,0.37
2015-06-16,378159258.4,0.36
2015-06-17,378343758.9,0.36
2015-06-18,354555906.9,0.38
2015-06-19,359797019.6,0.38
2015-06-20,359904876.8,0.38
2015-06-21,360474272.0,0.38
2015-06-22,367033240.8,0.37
2015-06-23,377380459.3,0.36
2015-06-24,371338375.7,0.36
2015-06-25,353646622.2,0.38
2015-06-26,354747376.6,0.38
2015-06-27,355310549.8,0.38
2015-06-28,355954871.4,0.38
2015-06-29,356719433.5,0.38
2015-06-30,370234677.7,0.37
2015-07-01,354029925.1,0.29
2015-07-02,357979646.4,0.3
2015-07-03,358582814.9,0.3
2015-07-04,359143463.6,0.3
2015-07-05,358809469.8,0.3
2015-07-06,367603800.9,0.29
2015-07-07,352425466.0,0.3
2015-07-08,349576735.7,0.3
2015-07-09,353263087.9,0.3
2015-07-10,354520563.2,0.3
2015-07-11,354513810.0,0.3
2015-07-12,355320388.2,0.3
2015-07-13,356158872.3,0.3
2015-07-14,355087274.8,0.3
2015-07-15,369384981.8,0.29
2015-07-16,357598444.1,0.3
2015-07-17,360316282.7,0.3
2015-07-18,386980187.7,0.28
2015-07-19,387951191.3,0.28
2015-07-20,360673355.2,0.3
2015-07-21,360662057.6,0.3
2015-07-22,358877703.7,0.3
2015-07-23,362329271.9,0.3
2015-07-24,360523287.1,0.3
2015-07-25,360617054.7,0.3
2015-07-26,360508149.0,0.3
2015-07-27,360546598.5,0.3
2015-07-28,360782442.6,0.3
2015-07-29,367903227.4,0.3
2015-07-30,363073069.3,0.31
2015-07-31,362844382.8,0.31
2015-01-31,297638295.5,0.76
2015-02-28,323073113.0,0.7
2015-03-31,331737250.6,0.65
2015-04-30,338220989.9,0.59
2015-05-31,314317764.7,0.43
2015-06-30,370234677.7,0.37
2015-07-31,362844382.8,0.31
2015-08-01,362914531.3,0.29
2015-08-02,363517674.8,0.29
2015-08-03,357999030.3,0.3
2015-08-04,356829733.4,0.3
2015-08-05,354103702.8,0.3
2015-08-06,358290047.4,0.3
2015-08-07,377186442.1,0.29
2015-08-08,377390268.2,0.29
2015-08-09,377214669.0,0.29
2015-08-10,363391327.6,0.3
2015-08-11,363023962.3,0.3
2015-08-12,363417960.0,0.3
2015-08-13,361835795.4,0.3
2015-08-14,361603637.0,0.3
2015-08-15,361117291.4,0.3
2015-08-16,362210987.6,0.3
2015-08-17,366358314.5,0.3
2015-08-18,368508448.7,0.3
2015-08-19,392963605.6,0.28
2015-08-20,397343375.4,0.27
2015-08-21,392817820.6,0.27
2015-08-22,393087609.8,0.27
2015-08-23,392895342.7,0.27
2015-08-24,363170586.6,0.3
2015-08-25,360056163.5,0.3
2015-08-26,360499174.0,0.3
2015-08-27,360473361.8,0.3
2015-08-28,359903370.6,0.3
2015-08-29,360344827.5,0.3
2015-08-30,360572442.1,0.3
2015-08-31,358464692.0,0.31
2015-09-01,356133502.9,0.31
2015-09-02,356646234.4,0.31
2015-09-03,363281234.9,0.3
2015-09-04,368312948.7,0.29
2015-09-05,368458513.2,0.3
2015-09-06,370224018.7,0.3
2015-09-07,363616623.8,0.3
2015-09-08,364854301.0,0.3
2015-09-09,369280331.0,0.29
2015-09-10,383385160.8,0.29
2015-09-11,369656774.2,0.3
2015-09-12,369522957.7,0.3
2015-09-13,369754549.2,0.3
2015-09-14,385718417.4,0.28
2015-09-15,387777993.2,0.28
2015-09-16,380064991.2,0.29
2015-09-17,380229515.7,0.29
2015-09-18,385015553.4,0.29
2015-09-19,385454739.5,0.29
2015-09-20,385955403.8,0.29
2015-09-21,391202734.7,0.28
2015-09-22,387172566.8,0.28
2015-09-23,382308215.2,0.29
2015-09-24,406339023.1,0.27
2015-09-25,409557333.4,0.27
2015-09-26,409685419.6,0.27
2015-09-27,410525564.8,0.27
2015-09-28,411815495.0,0.27
2015-09-29,386546317.1,0.29
2015-09-30,387398094.6,0.29
2015-10-01,381407393.2,0.2
2015-10-02,380176075.6,0.2
2015-10-03,379997754.8,0.2
2015-10-04,380412066.5,0.2
2015-10-05,381206834.0,0.2
2015-10-06,383435392.5,0.2
2015-10-07,393185283.3,0.19
2015-10-08,401617960.4,0.19
2015-10-09,382978765.2,0.2
2015-10-10,385444935.8,0.2
2015-10-11,400914221.4,0.19
2015-10-12,381437901.0,0.2
2015-10-13,378584776.0,0.2
2015-10-14,382183464.4,0.2
2015-10-15,386309148.0,0.2
2015-10-16,382648153.8,0.2
2015-10-17,382614451.9,0.2
2015-10-18,383696499.1,0.2
2015-10-19,378575171.1,0.2
2015-10-20,383801770.8,0.2
2015-10-21,380858931.1,0.2
2015-10-22,387594909.2,0.2
2015-10-23,380894544.5,0.21
2015-10-24,380931776.2,0.21
2015-10-25,381016088.2,0.2
2015-10-26,380239492.7,0.21
2015-10-27,381640326.8,0.2
2015-10-28,378819597.4,0.21
2015-10-29,403983265.3,0.2
2015-10-30,381073508.3,0.21
2015-10-31,385035187.5,0.2
2015-11-01,385354496.3,0.2
2015-11-02,378965126.3,0.21
2015-11-03,383448911.3,0.2
2015-11-04,383695683.9,0.21
2015-11-05,384941251.2,0.21
2015-11-06,384042551.4,0.2
2015-11-07,384520599.7,0.2
2015-11-08,385087055.4,0.2
2015-11-09,387297127.7,0.2
2015-11-10,388795871.3,0.2
2015-11-11,386182104.9,0.21
2015-11-12,401026893.2,0.2
2015-11-13,405540259.2,0.2
2015-11-14,408318779.6,0.2
2015-11-15,408509240.0,0.2
2015-11-16,414900512.7,0.19
2015-11-17,399139622.8,0.2
2015-11-18,399016780.1,0.2
2015-11-19,396310007.0,0.2
2015-11-20,391698777.5,0.2
2015-11-21,392045110.2,0.2
2015-11-22,392706807.4,0.2
2015-11-23,395007913.4,0.2
2015-11-24,399105891.3,0.2
2015-11-25,397651421.6,0.2
2015-11-26,399674329.1,0.2
2015-11-27,393509921.1,0.2
2015-11-28,393473192.2,0.2
2015-11-29,393874284.8,0.2
2015-11-30,417480381.8,0.19
2015-12-01,417332413.6,0.19
2015-12-02,425636744.8,0.18
2015-12-03,415911080.1,0.19
2015-12-04,419957200.4,0.18
2015-12-05,420599748.6,0.18
2015-12-06,420972740.5,0.18
2015-12-07,414462343.5,0.19
2015-12-08,412997518.8,0.19
2015-12-09,413069183.3,0.19
2015-12-10,409168720.8,0.19
2015-12-11,408705262.3,0.19
2015-12-12,408478385.5,0.19
2015-12-13,408372661.9,0.19
2015-12-14,410223580.9,0.19
2015-12-15,411680040.6,0.19
2015-12-16,419115431.8,0.18
2015-12-17,432588594.5,0.18
2015-12-18,426185262.1,0.18
2015-12-19,425921656.6,0.18
2015-12-20,427071606.5,0.18
2015-12-21,426499168.5,0.18
2015-12-22,423393793.3,0.18
2015-12-23,425285494.7,0.18
2015-12-24,427550554.7,0.18
2015-12-25,427258223.4,0.18
2015-12-26,427660220.5,0.17
2015-12-27,430361153.9,0.17
2015-12-28,427723546.1,0.17
2015-12-29,425882427.5,0.18
2015-12-30,426506156.7,0.18
2015-12-31,425690070.3,0.18
2016-01-01,425325688.6,0.15
2016-01-02,425834570.5,0.15
2016-01-03,426282329.2,0.15
2016-01-04,427021940.6,0.15
2016-01-05,427343415.3,0.15
2016-01-06,417134250.1,0.15
2016-01-07,426647414.0,0.15
2016-01-08,428580940.6,0.15
2016-01-09,428991540.0,0.15
2016-01-10,429149890.3,0.14
2016-01-11,429123058.8,0.14
2016-01-12,440079454.8,0.14
2016-01-13,431972531.3,0.14
2016-01-14,431943761.9,0.14
2016-01-15,431499796.8,0.14
2016-01-16,432011896.3,0.14
2016-01-17,435054629.5,0.14
2016-01-18,431480586.9,0.14
2016-01-19,434527221.7,0.14
2016-01-20,432682863.1,0.14
2016-01-21,434949497.1,0.14
2016-01-22,439336090.1,0.14
2016-01-23,439217062.1,0.14
2016-01-24,438999379.8,0.14
2016-01-25,431919727.1,0.15
2016-01-26,434424638.9,0.14
2016-01-27,420599758.0,0.15
2016-01-28,420583690.7,0.15
2016-01-29,419201627.6,0.15
2016-01-30,419209218.3,0.15
2016-01-31,418626221.8,0.15
2016-02-01,420713635.6,0.15
2016-02-02,425197250.2,0.15
2016-02-03,425482863.1,0.15
2016-02-04,426434592.9,0.15
2016-02-05,426277601.6,0.15
2016-02-06,426180419.2,0.15
2016-02-07,426282477.4,0.15
2016-02-08,427056239.3,0.15
2016-02-09,428688772.4,0.15
2016-02-10,427502955.4,0.15
2016-02-11,430831567.7,0.15
2016-02-12,431434611.5,0.15
2016-02-13,431229332.6,0.15
2016-02-14,431199763.6,0.15
2016-02-15,433420827.1,0.15
2016-02-16,433686107.3,0.15
2016-02-17,440362009.4,0.15
2016-02-18,439188455.7,0.15
2016-02-19,434195456.3,0.15
2016-02-20,433631784.0,0.15
2016-02-21,433998665.5,0.15
2016-02-22,434368488.1,0.15
2016-02-23,437098439.1,0.15
2016-02-24,437160554.9,0.15
2016-02-25,428108118.2,0.15
2016-02-26,427196375.1,0.15
2016-02-27,427188745.8,0.15
2016-02-28,427562277.3,0.15
2016-02-29,426080389.1,0.15
2016-03-01,427621075.0,0.15
2016-03-02,428229501.1,0.15
2016-03-03,431069521.5,0.14
2016-03-04,430420989.6,0.14
2016-03-05,430344525.5,0.14
2016-03-06,430442405.8,0.14
2016-03-07,432549089.4,0.14
2016-03-08,433054611.5,0.14
2016-03-09,433505802.6,0.14
2016-03-10,435119782.5,0.14
2016-03-11,436068561.2,0.14
2016-03-12,435867932.6,0.14
2016-03-13,436046498.0,0.14
2016-03-14,436120876.8,0.14
2016-03-15,438784069.7,0.14
2016-03-16,435346125.4,0.14
2016-03-17,434221571.8,0.14
2016-03-18,438331794.6,0.14
2016-03-19,438595625.5,0.14
2016-03-20,441327619.0,0.14
2016-03-21,448284924.2,0.14
2016-03-22,449783660.5,0.14
2016-03-23,443302873.3,0.14
2016-03-24,444861798.5,0.14
2016-03-25,439039235.6,0.14
2016-03-26,440136011.3,0.14
2016-03-27,440538054.9,0.14
2016-03-28,433881543.1,0.14
2016-03-29,436096923.7,0.14
2016-03-30,438989740.1,0.14
2016-03-31,435431995.4,0.14
2016-04-01,434463942.1,0.14
2016-04-02,434557723.6,0.14
2016-04-03,434662074.0,0.14
2016-04-04,437783712.5,0.14
2016-04-05,439853686.8,0.14
2016-04-06,450608095.1,0.14
2016-04-07,451370366.6,0.14
2016-04-08,450758264.1,0.14
2016-04-09,450527875.0,0.14
2016-04-10,450579903.0,0.14
2016-04-11,450866155.6,0.14
2016-04-12,448723282.8,0.14
2016-04-13,451565572.1,0.14
2016-04-14,443810178.9,0.14
2016-04-15,449914945.9,0.14
2016-04-16,450183076.1,0.14
2016-04-17,450001123.0,0.14
2016-04-18,448280094.7,0.14
2016-04-19,442961944.8,0.14
2016-04-20,444150768.3,0.14
2016-04-21,443142741.4,0.15
2016-04-22,440395953.1,0.14
2016-04-23,440506873.8,0.14
2016-04-24,440553010.8,0.14
2016-04-25,445237655.4,0.14
2016-04-26,450422924.2,0.15
2016-04-27,450503156.7,0.15
2016-04-28,450317055.1,0.15
2016-04-29,450864735.9,0.15
2016-04-30,449771172.6,0.15
2016-05-01,450832450.5,0.15
2016-05-02,451841108.9,0.15
2016-05-03,454377232.8,0.15
2016-05-04,452049088.3,0.15
2016-05-05,454615572.5,0.15
2016-05-06,452106858.9,0.15
2016-05-07,453101968.4,0.15
2016-05-08,452983532.2,0.15
2016-05-09,451571815.6,0.15
2016-05-10,450663414.6,0.15
2016-05-11,448865153.0,0.15
2016-05-12,448107346.5,0.15
2016-05-13,447530648.6,0.15
2016-05-14,447635010.1,0.15
2016-05-15,447410313.4,0.15
2016-05-16,445709156.6,0.15
2016-05-17,445911179.0,0.15
2016-05-18,447421128.5,0.15
2016-05-19,448372069.7,0.15
2016-05-20,446790974.6,0.15
2016-05-21,446624722.1,0.15
2016-05-22,446420333.4,0.15
2016-05-23,448739389.8,0.15
2016-05-24,450368117.5,0.15
2016-05-25,450896923.8,0.15
2016-05-26,447422932.1,0.15
2016-05-27,447424739.2,0.15
2016-05-28,447209693.9,0.15
2016-05-29,447649488.8,0.15
2016-05-30,447005641.1,0.15
2016-05-31,447714611.7,0.15
2016-06-01,445756688.0,0.15
2016-06-02,423297834.8,0.16
2016-06-03,408168140.4,0.16
2016-06-04,408743359.6,0.16
2016-06-05,408652066.3,0.16
2016-06-06,407746000.7,0.16
2016-06-07,407061445.2,0.16
2016-06-08,410002485.7,0.16
2016-06-09,408873179.9,0.17
2016-06-10,407968049.6,0.17
2016-06-11,408245975.8,0.17
2016-06-12,408026665.2,0.17
2016-06-13,408723981.2,0.16
2016-06-14,408725330.9,0.17
2016-06-15,409358419.7,0.17
2016-06-16,412369812.6,0.17
2016-06-17,419707231.2,0.16
2016-06-18,419253590.4,0.16
2016-06-19,419024968.3,0.16
2016-06-20,418837226.8,0.16
2016-06-21,435332134.3,0.15
2016-06-22,431238176.6,0.16
2016-06-23,435052091.3,0.15
2016-06-24,438827715.0,0.15
2016-06-25,438536584.6,0.15
2016-06-26,438287148.4,0.15
2016-06-27,423115296.1,0.16
2016-06-28,425954388.7,0.16
2016-06-29,417029910.1,0.16
2016-06-30,421768670.4,0.16
2016-07-01,419683995.4,0.16
2016-07-02,421050908.3,0.16
2016-07-03,421379175.0,0.16
2016-07-04,422039750.4,0.16
2016-07-05,422024574.9,0.16
2016-07-06,422274085.8,0.16
2016-07-07,423362727.0,0.16
2016-07-08,431764305.9,0.16
2016-07-09,431913283.6,0.16
2016-07-10,432702973.9,0.16
2016-07-11,428528124.8,0.16
2016-07-12,430738185.4,0.16
2016-07-13,431076446.2,0.16
2016-07-14,432605927.9,0.16
2016-07-15,434045702.0,0.16
2016-07-16,433929571.4,0.16
2016-07-17,433637627.5,0.16
2016-07-18,435386405.5,0.16
2016-07-19,434275074.5,0.16
2016-07-20,431547298.0,0.16
2016-07-21,433929422.4,0.16
2016-07-22,434144758.1,0.16
2016-07-23,434117816.4,0.16
2016-07-24,433883613.7,0.16
2016-07-25,433302904.8,0.16
2016-07-26,433346519.9,0.16
2016-07-27,432404157.0,0.16
2016-07-28,426998000.5,0.16
2016-07-29,433367505.3,0.16
2016-07-30,433549986.2,0.16
2016-07-31,432986130.7,0.16
2016-08-01,433261325.4,0.16
2016-08-02,438227814.8,0.16
2016-08-03,437446173.5,0.16
2016-08-04,442347863.0,0.16
2016-08-05,437551981.5,0.16
2016-08-06,437335737.8,0.16
2016-08-07,437172234.3,0.16
2016-08-08,435831571.0,0.16
2016-08-09,435868203.9,0.16
2016-08-10,435993033.1,0.16
2016-08-11,436572812.4,0.16
2016-08-12,444694077.4,0.16
2016-08-13,444478434.4,0.16
2016-08-14,444555423.1,0.16
2016-08-15,444246823.9,0.16
2016-08-16,432956296.6,0.16
2016-08-17,427275867.9,0.17
2016-08-18,428613672.2,0.16
2016-08-19,427795144.8,0.16
2016-08-20,427999012.9,0.16
2016-08-21,427899829.3,0.16
2016-08-22,425938856.8,0.16
2016-08-23,430092427.1,0.16
2016-08-24,429657098.2,0.16
2016-08-25,440005214.8,0.16
2016-08-26,437624376.4,0.16
2016-08-27,437844355.7,0.16
2016-08-28,437813815.8,0.16
2016-08-29,434527352.3,0.16
2016-08-30,435160384.7,0.16
2016-08-31,434512629.7,0.16
2016-09-01,437029718.3,0.16
2016-09-02,441251207.7,0.16
2016-09-03,441033763.0,0.16
2016-09-04,440864133.7,0.16
2016-09-05,439302661.0,0.16
2016-09-06,440732343.0,0.16
2016-09-07,443332316.0,0.16
2016-09-08,443756685.0,0.16
2016-09-09,444668652.2,0.16
2016-09-10,444362820.0,0.16
2016-09-11,445595071.8,0.16
2016-09-12,443280521.4,0.16
2016-09-13,445282473.0,0.16
2016-09-14,444666862.5,0.16
2016-09-15,444543408.0,0.16
2016-09-16,448288186.5,0.16
2016-09-17,448210856.8,0.16
2016-09-18,448081565.1,0.16
2016-09-19,449997116.1,0.16
2016-09-20,451364452.9,0.16
2016-09-21,450307560.7,0.16
2016-09-22,454648685.0,0.16
2016-09-23,453982995.8,0.16
2016-09-24,453755350.3,0.16
2016-09-25,453963662.7,0.16
2016-09-26,458107561.7,0.15
2016-09-27,452825710.6,0.16
2016-09-28,450406252.0,0.15
2016-09-29,450830761.2,0.16
2016-09-30,435697995.9,0.16
2016-10-01,435616143.3,0.13
2016-10-02,435519238.3,0.13
2016-10-03,466351755.9,0.12
2016-10-04,438953847.2,0.13
2016-10-05,434559192.3,0.13
2016-10-06,435777784.2,0.13
2016-10-07,434347191.3,0.13
2016-10-08,434291885.7,0.13
2016-10-09,434220974.3,0.13
2016-10-10,432637218.9,0.13
2016-10-11,432714960.4,0.13
2016-10-12,433589506.6,0.13
2016-10-13,435251286.8,0.13
2016-10-14,432035865.6,0.13
2016-10-15,431865571.9,0.13
2016-10-16,432178333.1,0.13
2016-10-17,431552179.8,0.13
2016-10-18,432748312.2,0.13
2016-10-19,440000100.7,0.13
2016-10-20,434527254.4,0.13
2016-10-21,436932824.1,0.13
2016-10-22,437589580.1,0.13
2016-10-23,437506506.7,0.13
2016-10-24,434513740.4,0.13
2016-10-25,433335441.0,0.13
2016-10-26,431854818.1,0.13
2016-10-27,433548736.2,0.13
2016-10-28,433189685.9,0.13
2016-10-29,433063839.7,0.13
2016-10-30,433085094.2,0.13
2016-10-31,434829373.1,0.13
2016-11-01,436240651.0,0.13
2016-11-02,434806423.1,0.13
2016-11-03,435154638.6,0.13
2016-11-04,434398007.0,0.13
2016-11-05,434302336.6,0.13
2016-11-06,434124325.5,0.13
2016-11-07,436634313.7,0.13
2016-11-08,437094462.5,0.13
2016-11-09,436221562.3,0.13
2016-11-10,437459248.2,0.13
2016-11-11,437171459.5,0.13
2016-11-12,436926939.3,0.13
2016-11-13,436840859.5,0.13
2016-11-14,438103979.8,0.13
2016-11-15,440193136.3,0.13
2016-11-16,441892239.5,0.13
2016-11-17,443431684.4,0.13
2016-11-18,445104097.2,0.13
2016-11-19,445217258.2,0.13
2016-11-20,444855706.3,0.13
2016-11-21,448869618.6,0.13
2016-11-22,458273880.3,0.13
2016-11-23,459528265.2,0.12
2016-11-24,454068734.4,0.12
2016-11-25,451140060.1,0.12
2016-11-26,451014265.4,0.12
2016-11-27,450752214.5,0.12
2016-11-28,447399142.5,0.12
2016-11-29,467966102.9,0.12
2016-11-30,467261630.9,0.12
2016-12-01,467033160.1,0.12
2016-12-02,478917945.4,0.12
2016-12-03,492565769.7,0.11
2016-12-04,492544462.3,0.11
2016-12-05,450984140.2,0.12
2016-12-06,455968662.1,0.12
2016-12-07,453311350.6,0.12
2016-12-08,452628384.3,0.13
2016-12-09,450737589.6,0.13
2016-12-10,450386403.8,0.13
2016-12-11,450308907.5,0.13
2016-12-12,449896343.6,0.12
2016-12-13,453620000.6,0.12
2016-12-14,452260002.2,0.12
2016-12-15,464702581.9,0.12
2016-12-16,465268608.0,0.12
2016-12-17,464896484.4,0.12
2016-12-18,464758702.0,0.12
2016-12-19,466697884.7,0.12
2016-12-20,453585826.0,0.12
2016-12-21,453145105.1,0.12
2016-12-22,447938357.8,0.13
2016-12-23,451013143.0,0.12
2016-12-24,450364675.0,0.12
2016-12-25,450036608.7,0.12
2016-12-26,449965585.5,0.12
2016-12-27,451410074.9,0.12
2016-12-28,445923222.5,0.13
2016-12-29,456477856.9,0.12
2016-12-30,442681980.3,0.13
2016-12-31,441548579.4,0.13
