Balance,Avg Rate (for Balance)
0.04051795080478769,0.21978021978021978
0.046064578364183026,0.22123893805309736
0.06198653709590468,0.2247191011235955
0.05666506210480527,0.2150537634408602
0.042827207883020135,0.21413276231263384
0.0575049687217737,0.21551724137931036
0.044532584419778726,0.22026431718061673
0.025931586990006174,0.2336448598130841
0.03093771464219783,0.23640661938534277
0.04829297862349858,0.24038461538461536
0.08780876921556245,0.23255813953488372
0.04877485706240397,0.24213075060532688
0.06910540662891536,0.24509803921568626
0.06262054620796617,0.24813895781637715
0.06235489848529579,0.24813895781637715
0.06928516420561831,0.25
0.08343731432266673,0.25380710659898476
0.07324411101643355,0.2469135802469136
0.05623470651667752,0.24752475247524752
0.0668737498091107,0.24630541871921185
0.03664126499074228,0.24630541871921185
0.02463682348663771,0.2469135802469136
0.03484471912311106,0.25
0.039454814126565575,0.2506265664160401
-0.007119932297944945,0.23584905660377356
-0.05243323022575904,0.2232142857142857
-0.021295544520270347,0.2237136465324385
-0.035376971217418264,0.2237136465324385
-0.05162277754880386,0.22675736961451246
-0.047842268624074424,0.22779043280182235
-0.0420609794580364,0.22883295194508008
-0.03834270552066439,0.2252252252252252
-0.050203037569744174,0.2242152466367713
-0.0360355462604877,0.22779043280182235
-0.050123478052327204,0.2320185614849188
-0.04286630587198228,0.22831050228310504
-0.04062240347227526,0.22883295194508008
-0.03013368958513897,0.23148148148148145
-0.02802941797210727,0.22883295194508008
-0.01547452142984889,0.22831050228310504
-0.020044599054245296,0.23148148148148145
-0.015066827852878936,0.2386634844868735
-0.013305415157225858,0.24330900243309
-0.012758541110545432,0.24390243902439027
0.0005379020092019402,0.2469135802469136
0.01774213111679004,0.24813895781637715
0.025833568278957927,0.2570694087403599
0.03890253374169045,0.2590673575129534
0.016720123669643903,0.25641025641025644
-0.0017574493149520034,0.25380710659898476
0.0003446247850863197,0.25380710659898476
0.008345492898189292,0.25641025641025644
0.014960170490982987,0.2544529262086514
0.008755754464679891,0.25252525252525254
0.0030694158557359992,0.23094688221709006
-0.021022132843100883,0.2347417840375587
-0.03168722439508715,0.23640661938534277
-0.027562544466212823,0.23696682464454977
-0.019572552817362025,0.23923444976076558
-0.006119702703037951,0.23752969121140144
-0.020326461567138097,0.2386634844868735
-0.013283538877357837,0.24330900243309
-0.03301489821126993,0.24509803921568626
-0.02965636881014842,0.24875621890547267
-0.022600005890957012,0.2506265664160401
-0.013829078025718318,0.2531645569620253
-0.013217678965164584,0.2531645569620253
-0.0020165589929091914,0.25641025641025644
0.0033597038581810973,0.2610966057441253
0.004308620553090265,0.26246719160104987
0.0035582712505425533,0.2645502645502646
0.0060920992024549,0.26525198938992045
0.014836749425296114,0.267379679144385
0.01426727208608689,0.26666666666666666
0.016872360374280526,0.26881720430107525
0.026491822270532657,0.2710027100271003
0.017901021613652084,0.2680965147453083
0.012346258778357901,0.267379679144385
0.017799843079998826,0.26881720430107525
0.02840812710463144,0.2717391304347826
0.014128822008526769,0.267379679144385
0.030745972551149883,0.26881720430107525
-0.004415486176021638,0.2518891687657431
-0.03579142377322226,0.25510204081632654
-0.04479697269123049,0.2570694087403599
-0.04173731815272651,0.2577319587628866
-0.03384438628480229,0.2597402597402597
-0.024912025279351366,0.2570694087403599
-0.027279932973978172,0.25641025641025644
-0.027542527327960118,0.25641025641025644
-0.04769308909005186,0.3194888178913738
-0.06486022407692746,0.3215434083601286
-0.06062558570089501,0.3236245954692557
-0.0491975689213684,0.32679738562091504
-0.034369266614357095,0.33222591362126247
-0.018699649288163134,0.32894736842105265
-0.0036808536114435277,0.3460207612456747
-0.019629457505036602,0.3472222222222222
-0.004350520138779127,0.3508771929824561
1.859564051956897e-07,0.35211267605633806
0.009503172060158447,0.35587188612099646
0.030014958574864987,0.35842293906810035
0.023950845008758763,0.35587188612099646
0.04586913742196843,0.3597122302158274
0.04789234099799487,0.36363636363636365
0.03104048618267487,0.3623188405797102
0.03456828364778568,0.36363636363636365
0.04321792839682978,0.3676470588235294
0.05324250447475453,0.36363636363636365
0.07183359493130116,0.36496350364963503
0.0507725873145142,0.36363636363636365
0.050544161710717926,0.36363636363636365
-0.00524213336626266,0.3546099290780142
-0.0025080436304824737,0.35587188612099646
0.005719800285456901,0.35842293906810035
-0.013842082723430873,0.3389830508474576
-0.007787837266422202,0.341296928327645
0.04895417361573831,0.3236245954692557
0.08077026985499272,0.31347962382445144
-0.03994485301856628,0.3333333333333333
-0.035794952382609754,0.33444816053511706
-0.0295118660670427,0.33670033670033667
-0.02499409702471371,0.3333333333333333
-0.028903371255206433,0.33670033670033667
-0.03606707943136472,0.33112582781456956
-0.03774269491700942,0.32573289902280134
-0.035164045641832814,0.3215434083601286
-0.032281923286250874,0.3225806451612903
-0.026285347126397185,0.3246753246753247
0.013052321139405266,0.33003300330033003
0.016296829524653014,0.33670033670033667
0.026961099860711112,0.3424657534246575
0.013239660178179166,0.3472222222222222
0.016849906201722106,0.3436426116838488
0.016736973803876787,0.3436426116838488
0.03549171941492738,0.3496503496503497
0.057130468067420455,0.3424657534246575
0.043398037440432254,0.33444816053511706
0.05665148838556212,0.33557046979865773
0.06427618341948672,0.33444816053511706
