Balance,Avg Rate (for Balance)
0.019222774484590647,0.29069767441860467
0.026467060987062092,0.29325513196480935
0.0537006786726609,0.29940119760479045
0.04737404715537741,0.2881844380403458
0.0399190231351287,0.28901734104046245
0.04543896474693437,0.28901734104046245
0.031110591274286347,0.2949852507374631
0.012395082662672573,0.30864197530864196
0.017746351928697456,0.3115264797507788
0.0374108264759141,0.3164556962025316
0.06397030415661469,0.3058103975535168
0.028270406887425797,0.3164556962025316
0.051564311239322036,0.3205128205128205
0.03679040946698369,0.3215434083601286
0.04995294310889363,0.3246753246753247
0.055925718517910374,0.32679738562091504
0.07439677246288912,0.33222591362126247
0.042827822366452765,0.3205128205128205
0.024327498920849882,0.3205128205128205
0.05848937862255332,0.32573289902280134
0.015070680911029793,0.3215434083601286
0.0015014895085527973,0.3215434083601286
0.010591535293556524,0.3246753246753247
0.018165293870565855,0.32679738562091504
-0.026923609266667616,0.3105590062111801
-0.05488987348285283,0.30120481927710846
-0.024042114764582644,0.3021148036253776
-0.04619551924359471,0.3003003003003003
-0.06726495026834518,0.3021148036253776
-0.06439145587992678,0.30303030303030304
-0.05734836689875865,0.3048780487804878
-0.05672513233429147,0.29940119760479045
-0.06078179677524664,0.303951367781155
-0.042778137104982135,0.3058103975535168
-0.05360783549673674,0.3115264797507788
-0.05392640600687394,0.3048780487804878
-0.04625967982443347,0.3067484662576687
-0.03493101760586733,0.3105590062111801
-0.033246367772711546,0.3048780487804878
-0.025158971828326437,0.30303030303030304
-0.027703599149863065,0.3076923076923077
-0.02494427680271335,0.31446540880503143
-0.03170626846168497,0.31746031746031744
-0.02661337896147927,0.3184713375796178
-0.01056233880280282,0.3225806451612903
-0.007076608840998047,0.3205128205128205
-0.0026499626726965726,0.32894736842105265
0.006960051710401253,0.33003300330033003
-0.01130365450373363,0.32894736842105265
-0.021528879883060677,0.32679738562091504
-0.018732718523490566,0.3278688524590164
-0.003938239574744166,0.33222591362126247
-0.007263251598090988,0.3278688524590164
-0.016141065688853967,0.3246753246753247
-0.01612752728939433,0.303951367781155
-0.010119285261070558,0.31545741324921134
-0.03370818166368486,0.31347962382445144
-0.031887974632945626,0.3184713375796178
-0.021924631268033023,0.31746031746031744
-0.008758135908492441,0.3076923076923077
-0.01825938302547857,0.3105590062111801
0.010789110587111971,0.3215434083601286
-0.0116298026445569,0.3225806451612903
0.002103111287084917,0.32894736842105265
0.00943600464894745,0.33112582781456956
0.01904846041234436,0.33444816053511706
0.00850214706557438,0.33112582781456956
0.01500475702755848,0.3333333333333333
0.013346972601481738,0.33557046979865773
0.0066244092794474985,0.33444816053511706
0.00015530567588001244,0.33557046979865773
0.002438369123211217,0.33557046979865773
0.014616015853069741,0.3389830508474576
0.01637304108026729,0.3389830508474576
0.01734749582004129,0.3401360544217687
0.03284963586638416,0.3448275862068966
0.03452965913502686,0.3436426116838488
0.02841492012280116,0.3460207612456747
0.033361965491067624,0.3436426116838488
0.044120878287726255,0.3472222222222222
0.03139076905701289,0.3424657534246575
0.044076215672322276,0.3436426116838488
0.016787462604591755,0.32894736842105265
-0.008900946883259863,0.3333333333333333
-0.0179642703942087,0.33557046979865773
-0.014972654274876783,0.33670033670033667
-0.0024331780853516696,0.3401360544217687
0.003924653724882663,0.33557046979865773
0.05326530530018882,0.3484320557491289
0.007813323296324495,0.33670033670033667
-0.026605935743527903,0.4048582995951417
-0.04975168929661978,0.4048582995951417
-0.04621488129279639,0.4081632653061224
-0.03154017732153179,0.4115226337448559
-0.013098163142659295,0.41841004184100417
-0.005855745187691356,0.4132231404958678
0.00447448390117304,0.4273504273504274
-0.0120280215706964,0.4291845493562232
0.0011033298202405353,0.4310344827586207
0.009964520333335872,0.4329004329004329
0.021143863535033596,0.4366812227074236
0.02898277152864131,0.4366812227074236
0.021415287650819476,0.4329004329004329
0.040064559952045706,0.4385964912280702
0.03987497484906937,0.44052863436123346
0.023171460093865306,0.4385964912280702
0.026792258917053526,0.44052863436123346
0.03587094847981551,0.4444444444444444
0.042247177394137615,0.44052863436123346
0.05825736480172713,0.44052863436123346
0.04806501280809484,0.44052863436123346
0.04104832345027807,0.4385964912280702
0.003249428194318731,0.4347826086956522
0.004712893001738691,0.4347826086956522
0.01450622109632113,0.4385964912280702
-0.0002721580935138151,0.42372881355932207
-0.0025678840022813816,0.42372881355932207
0.033855543787498325,0.4016064257028112
0.060207801233998375,0.3921568627450981
-0.03733930290378547,0.41493775933609955
-0.03404197148421561,0.41493775933609955
-0.02620050002625874,0.41841004184100417
-0.01972541761193984,0.41493775933609955
