Date,Currency,Duration,con_Bid,con_Ask
27/07/2016,RON,30,0.22,0.62
26/07/2016,RON,30,0.22,0.62
25/07/2016,RON,30,0.21,0.61
22/07/2016,RON,30,0.2,0.6
21/07/2016,RON,30,0.2,0.6
20/07/2016,RON,30,0.21,0.61
19/07/2016,RON,30,0.22,0.62
18/07/2016,RON,30,0.21,0.58
15/07/2016,RON,30,0.2,0.57
14/07/2016,RON,30,0.21,0.58
13/07/2016,RON,30,0.2,0.57
12/7/2016,RON,30,0.2,0.57
11/7/2016,RON,30,0.2,0.57
8/7/2016,RON,30,0.2,0.57
7/7/2016,RON,30,0.2,0.57
6/7/2016,RON,30,0.2,0.57
5/7/2016,RON,30,0.23,0.61
4/7/2016,RON,30,0.24,0.64
1/7/2016,RON,30,0.25,0.65
30/06/2016,RON,30,0.25,0.65
29/06/2016,RON,30,0.27,0.67
28/06/2016,RON,30,0.27,0.67
27/06/2016,RON,30,0.3,0.7
24/06/2016,RON,30,0.3,0.7
23/06/2016,RON,30,0.21,0.61
22/06/2016,RON,30,0.21,0.61
21/06/2016,RON,30,0.21,0.61
17/06/2016,RON,30,0.2,0.6
16/06/2016,RON,30,0.2,0.6
15/06/2016,RON,30,0.2,0.6
14/06/2016,RON,30,0.19,0.59
13/06/2016,RON,30,0.19,0.59
10/6/2016,RON,30,0.19,0.59
9/6/2016,RON,30,0.19,0.59
8/6/2016,RON,30,0.19,0.59
7/6/2016,RON,30,0.19,0.59
6/6/2016,RON,30,0.19,0.59
3/6/2016,RON,30,0.19,0.59
2/6/2016,RON,30,0.19,0.59
1/6/2016,RON,30,0.19,0.59
31/05/2016,RON,30,0.19,0.59
30/05/2016,RON,30,0.19,0.59
27/05/2016,RON,30,0.19,0.6
26/05/2016,RON,30,0.19,0.6
25/05/2016,RON,30,0.19,0.6
24/05/2016,RON,30,0.19,0.6
23/05/2016,RON,30,0.18,0.59
20/05/2016,RON,30,0.18,0.59
19/05/2016,RON,30,0.18,0.59
18/05/2016,RON,30,0.18,0.59
17/05/2016,RON,30,0.18,0.6
16/05/2016,RON,30,0.18,0.61
13/05/2016,RON,30,0.18,0.61
12/5/2016,RON,30,0.2,0.63
11/5/2016,RON,30,0.2,0.63
10/5/2016,RON,30,0.2,0.63
9/5/2016,RON,30,0.2,0.63
6/5/2016,RON,30,0.2,0.63
5/5/2016,RON,30,0.22,0.65
4/5/2016,RON,30,0.23,0.66
3/5/2016,RON,30,0.23,0.66
29/04/2016,RON,30,0.24,0.67
28/04/2016,RON,30,0.23,0.66
27/04/2016,RON,30,0.22,0.65
26/04/2016,RON,30,0.2,0.63
25/04/2016,RON,30,0.2,0.63
22/04/2016,RON,30,0.18,0.61
21/04/2016,RON,30,0.18,0.61
20/04/2016,RON,30,0.16,0.59
19/04/2016,RON,30,0.15,0.58
18/04/2016,RON,30,0.15,0.58
15/04/2016,RON,30,0.15,0.58
14/04/2016,RON,30,0.15,0.58
13/04/2016,RON,30,0.15,0.58
12/4/2016,RON,30,0.15,0.58
11/4/2016,RON,30,0.15,0.58
8/4/2016,RON,30,0.15,0.58
7/4/2016,RON,30,0.15,0.58
6/4/2016,RON,30,0.15,0.58
5/4/2016,RON,30,0.13,0.56
4/4/2016,RON,30,0.13,0.56
1/4/2016,RON,30,0.14,0.57
31/03/2016,RON,30,0.13,0.56
30/03/2016,RON,30,0.14,0.57
29/03/2016,RON,30,0.14,0.57
28/03/2016,RON,30,0.14,0.57
25/03/2016,RON,30,0.14,0.57
24/03/2016,RON,30,0.14,0.57
23/03/2016,RON,30,0.14,0.57
22/03/2016,RON,30,0.14,0.57
21/03/2016,RON,30,0.14,0.57
18/03/2016,RON,30,0.14,0.57
17/03/2016,RON,30,0.14,0.57
16/03/2016,RON,30,0.14,0.57
15/03/2016,RON,30,0.13,0.56
14/03/2016,RON,30,0.13,0.56
11/3/2016,RON,30,0.13,0.56
10/3/2016,RON,30,0.12,0.55
9/3/2016,RON,30,0.12,0.55
8/3/2016,RON,30,0.12,0.55
7/3/2016,RON,30,0.12,0.55
4/3/2016,RON,30,0.12,0.55
3/3/2016,RON,30,0.12,0.55
2/3/2016,RON,30,0.12,0.55
1/3/2016,RON,30,0.12,0.55
29/02/2016,RON,30,0.12,0.55
26/02/2016,RON,30,0.12,0.55
25/02/2016,RON,30,0.12,0.55
24/02/2016,RON,30,0.12,0.55
23/02/2016,RON,30,0.12,0.55
22/02/2016,RON,30,0.12,0.55
19/02/2016,RON,30,0.12,0.55
18/02/2016,RON,30,0.12,0.55
17/02/2016,RON,30,0.12,0.55
16/02/2016,RON,30,0.12,0.55
15/02/2016,RON,30,0.12,0.55
12/2/2016,RON,30,0.12,0.55
11/2/2016,RON,30,0.1,0.53
10/2/2016,RON,30,0.1,0.53
9/2/2016,RON,30,0.1,0.53
8/2/2016,RON,30,0.1,0.53
5/2/2016,RON,30,0.1,0.53
4/2/2016,RON,30,0.1,0.53
3/2/2016,RON,30,0.1,0.53
2/2/2016,RON,30,0.1,0.53
1/2/2016,RON,30,0.12,0.55
29/01/2016,RON,30,0.13,0.56
28/01/2016,RON,30,0.15,0.61
27/01/2016,RON,30,0.15,0.61
26/01/2016,RON,30,0.15,0.58
25/01/2016,RON,30,0.15,0.58
22/01/2016,RON,30,0.15,0.58
21/01/2016,RON,30,0.16,0.59
20/01/2016,RON,30,0.17,0.6
19/01/2016,RON,30,0.18,0.61
18/01/2016,RON,30,0.18,0.61
15/01/2016,RON,30,0.18,0.61
14/01/2016,RON,30,0.18,0.61
13/01/2016,RON,30,0.18,0.61
12/1/2016,RON,30,0.19,0.62
11/1/2016,RON,30,0.2,0.64
8/1/2016,RON,30,0.2,0.65
7/1/2016,RON,30,0.2,0.65
6/1/2016,RON,30,0.2,0.66
5/1/2016,RON,30,0.2,0.66
4/1/2016,RON,30,0.25,0.71
31/12/2015,RON,30,0.25,0.71
30/12/2015,RON,30,0.25,0.71
29/12/2015,RON,30,0.25,0.71
28/12/2015,RON,30,0.25,0.71
24/12/2015,RON,30,0.3,0.76
23/12/2015,RON,30,0.3,0.76
22/12/2015,RON,30,0.3,0.76
21/12/2015,RON,30,0.25,0.71
18/12/2015,RON,30,0.25,0.71
17/12/2015,RON,30,0.25,0.71
16/12/2015,RON,30,0.25,0.71
15/12/2015,RON,30,0.25,0.71
14/12/2015,RON,30,0.3,0.76
11/12/2015,RON,30,0.3,0.76
10/12/2015,RON,30,0.3,0.76
9/12/2015,RON,30,0.3,0.76
8/12/2015,RON,30,0.3,0.76
7/12/2015,RON,30,0.3,0.76
4/12/2015,RON,30,0.3,0.76
3/12/2015,RON,30,0.3,0.76
2/12/2015,RON,30,0.3,0.76
27/11/2015,RON,30,0.3,0.76
26/11/2015,RON,30,0.35,0.81
25/11/2015,RON,30,0.35,0.81
24/11/2015,RON,30,0.4,0.86
23/11/2015,RON,30,0.4,0.86
20/11/2015,RON,30,0.4,0.86
19/11/2015,RON,30,0.4,0.86
18/11/2015,RON,30,0.4,0.86
17/11/2015,RON,30,0.4,0.86
16/11/2015,RON,30,0.4,0.86
13/11/2015,RON,30,0.4,0.86
12/11/2015,RON,30,0.4,0.86
11/11/2015,RON,30,0.43,0.89
10/11/2015,RON,30,0.45,0.91
9/11/2015,RON,30,0.47,0.93
6/11/2015,RON,30,0.5,0.96
5/11/2015,RON,30,0.5,0.96
4/11/2015,RON,30,0.5,0.96
3/11/2015,RON,30,0.5,0.96
2/11/2015,RON,30,0.5,0.96
30/10/2015,RON,30,0.5,0.96
29/10/2015,RON,30,0.5,0.96
28/10/2015,RON,30,0.6,1.06
27/10/2015,RON,30,0.65,1.11
26/10/2015,RON,30,0.65,1.11
23/10/2015,RON,30,0.75,1.21
22/10/2015,RON,30,0.75,1.21
21/10/2015,RON,30,0.78,1.24
20/10/2015,RON,30,0.75,1.21
19/10/2015,RON,30,0.7,1.16
16/10/2015,RON,30,0.7,1.16
15/10/2015,RON,30,0.74,1.2
14/10/2015,RON,30,0.75,1.21
13/10/2015,RON,30,0.75,1.21
12/10/2015,RON,30,0.75,1.21
9/10/2015,RON,30,0.8,1.26
8/10/2015,RON,30,0.8,1.26
7/10/2015,RON,30,0.85,1.31
6/10/2015,RON,30,0.9,1.36
5/10/2015,RON,30,0.95,1.41
2/10/2015,RON,30,1,1.46
1/10/2015,RON,30,1.05,1.51
30/09/2015,RON,30,1.05,1.51
29/09/2015,RON,30,1.05,1.51
28/09/2015,RON,30,1,1.46
25/09/2015,RON,30,1,1.46
24/09/2015,RON,30,1,1.46
23/09/2015,RON,30,1,1.46
22/09/2015,RON,30,0.99,1.45
21/09/2015,RON,30,0.91,1.37
18/09/2015,RON,30,0.9,1.36
17/09/2015,RON,30,0.85,1.31
16/09/2015,RON,30,0.8,1.26
15/09/2015,RON,30,0.8,1.26
14/09/2015,RON,30,0.88,1.34
11/9/2015,RON,30,0.89,1.35
10/9/2015,RON,30,0.88,1.34
9/9/2015,RON,30,0.86,1.32
8/9/2015,RON,30,0.85,1.31
7/9/2015,RON,30,0.85,1.31
4/9/2015,RON,30,0.9,1.36
3/9/2015,RON,30,1,1.46
2/9/2015,RON,30,1.05,1.51
1/9/2015,RON,30,1.05,1.51
31/08/2015,RON,30,1.04,1.5
28/08/2015,RON,30,0.97,1.43
27/08/2015,RON,30,0.95,1.41
26/08/2015,RON,30,0.81,1.27
25/08/2015,RON,30,0.81,1.27
24/08/2015,RON,30,0.8,1.26
21/08/2015,RON,30,0.7,1.16
20/08/2015,RON,30,0.7,1.16
19/08/2015,RON,30,0.57,1.03
18/08/2015,RON,30,0.55,1.01
17/08/2015,RON,30,0.55,1.01
14/08/2015,RON,30,0.55,1.01
13/08/2015,RON,30,0.55,1.01
12/8/2015,RON,30,0.54,1
11/8/2015,RON,30,0.55,1.01
10/8/2015,RON,30,0.55,1.01
7/8/2015,RON,30,0.5,0.96
6/8/2015,RON,30,0.5,0.96
5/8/2015,RON,30,0.55,1.01
4/8/2015,RON,30,0.55,1.01
3/8/2015,RON,30,0.55,1.01
31/07/2015,RON,30,0.6,1.06
30/07/2015,RON,30,0.6,1.06
29/07/2015,RON,30,0.55,1.01
28/07/2015,RON,30,0.55,1.01
27/07/2015,RON,30,0.55,1.01
24/07/2015,RON,30,0.55,1.01
23/07/2015,RON,30,0.55,1.01
22/07/2015,RON,30,0.55,1.01
21/07/2015,RON,30,0.54,1
20/07/2015,RON,30,0.51,0.97
17/07/2015,RON,30,0.51,0.97
16/07/2015,RON,30,0.5,0.96
15/07/2015,RON,30,0.5,0.96
14/07/2015,RON,30,0.5,0.96
13/07/2015,RON,30,0.5,0.96
10/7/2015,RON,30,0.5,0.96
9/7/2015,RON,30,0.51,0.97
8/7/2015,RON,30,0.51,0.97
7/7/2015,RON,30,0.5,0.96
6/7/2015,RON,30,0.5,0.96
3/7/2015,RON,30,0.5,0.96
2/7/2015,RON,30,0.55,1.01
1/7/2015,RON,30,0.6,1.06
30/06/2015,RON,30,0.65,1.11
29/06/2015,RON,30,0.65,1.11
26/06/2015,RON,30,0.6,1.06
25/06/2015,RON,30,0.6,1.06
24/06/2015,RON,30,0.65,1.11
23/06/2015,RON,30,0.7,1.16
22/06/2015,RON,30,0.64,1.1
19/06/2015,RON,30,0.6,1.06
18/06/2015,RON,30,0.58,1.04
17/06/2015,RON,30,0.54,1
16/06/2015,RON,30,0.53,0.99
15/06/2015,RON,30,0.54,1
12/6/2015,RON,30,0.55,1.01
11/6/2015,RON,30,0.55,1.01
10/6/2015,RON,30,0.55,1.01
9/6/2015,RON,30,0.59,1.05
8/6/2015,RON,30,0.6,1.06
5/6/2015,RON,30,0.61,1.07
4/6/2015,RON,30,0.61,1.07
3/6/2015,RON,30,0.61,1.07
2/6/2015,RON,30,0.6,1.06
29/05/2015,RON,30,0.6,1.06
28/05/2015,RON,30,0.6,1.06
27/05/2015,RON,30,0.7,1.16
26/05/2015,RON,30,0.75,1.21
25/05/2015,RON,30,0.75,1.21
22/05/2015,RON,30,0.75,1.21
21/05/2015,RON,30,0.75,1.21
20/05/2015,RON,30,0.75,1.21
19/05/2015,RON,30,0.75,1.21
18/05/2015,RON,30,0.75,1.21
15/05/2015,RON,30,0.75,1.21
14/05/2015,RON,30,0.75,1.21
13/05/2015,RON,30,0.75,1.21
12/5/2015,RON,30,0.85,1.31
11/5/2015,RON,30,0.9,1.36
8/5/2015,RON,30,0.9,1.36
7/5/2015,RON,30,0.9,1.36
6/5/2015,RON,30,0.95,1.41
5/5/2015,RON,30,1.05,1.51
4/5/2015,RON,30,1.1,1.56
30/04/2015,RON,30,1.1,1.56
29/04/2015,RON,30,1.15,1.61
28/04/2015,RON,30,1.15,1.61
27/04/2015,RON,30,1.1,1.56
24/04/2015,RON,30,1.1,1.56
23/04/2015,RON,30,1.1,1.56
22/04/2015,RON,30,1,1.46
21/04/2015,RON,30,0.9,1.36
20/04/2015,RON,30,0.8,1.26
17/04/2015,RON,30,0.77,1.23
16/04/2015,RON,30,0.75,1.21
15/04/2015,RON,30,0.79,1.25
14/04/2015,RON,30,0.79,1.25
10/4/2015,RON,30,0.8,1.27
9/4/2015,RON,30,0.85,1.32
8/4/2015,RON,30,0.88,1.35
7/4/2015,RON,30,1.05,1.52
6/4/2015,RON,30,1.06,1.53
3/4/2015,RON,30,1.03,1.5
2/4/2015,RON,30,1.03,1.5
1/4/2015,RON,30,1.03,1.5
31/03/2015,RON,30,1.03,1.5
30/03/2015,RON,30,1,1.47
27/03/2015,RON,30,1,1.5
26/03/2015,RON,30,0.9,1.4
25/03/2015,RON,30,0.4,0.85
24/03/2015,RON,30,0.4,0.85
23/03/2015,RON,30,0.35,0.8
20/03/2015,RON,30,0.35,0.8
19/03/2015,RON,30,0.35,0.8
18/03/2015,RON,30,0.35,0.8
17/03/2015,RON,30,0.31,0.76
16/03/2015,RON,30,0.3,0.75
13/03/2015,RON,30,0.27,0.72
12/3/2015,RON,30,0.28,0.73
11/3/2015,RON,30,0.27,0.72
10/3/2015,RON,30,0.27,0.72
9/3/2015,RON,30,0.27,0.72
6/3/2015,RON,30,0.27,0.72
5/3/2015,RON,30,0.28,0.73
4/3/2015,RON,30,0.3,0.75
3/3/2015,RON,30,0.3,0.75
2/3/2015,RON,30,0.31,0.76
27/02/2015,RON,30,0.3,0.75
26/02/2015,RON,30,0.3,0.75
25/02/2015,RON,30,0.27,0.72
24/02/2015,RON,30,0.27,0.72
23/02/2015,RON,30,0.26,0.71
20/02/2015,RON,30,0.27,0.72
19/02/2015,RON,30,0.27,0.72
18/02/2015,RON,30,0.27,0.72
17/02/2015,RON,30,0.25,0.7
16/02/2015,RON,30,0.25,0.7
13/02/2015,RON,30,0.22,0.67
12/2/2015,RON,30,0.2,0.65
11/2/2015,RON,30,0.23,0.68
10/2/2015,RON,30,0.22,0.67
9/2/2015,RON,30,0.21,0.66
6/2/2015,RON,30,0.2,0.65
5/2/2015,RON,30,0.23,0.68
4/2/2015,RON,30,0.2,0.7
3/2/2015,RON,30,0.2,0.7
2/2/2015,RON,30,0.21,0.71
30/01/2015,RON,30,0.2,0.7
29/01/2015,RON,30,0.2,0.7
28/01/2015,RON,30,0.2,0.7
27/01/2015,RON,30,0.2,0.7
26/01/2015,RON,30,0.25,0.75
23/01/2015,RON,30,0.23,0.73
22/01/2015,RON,30,0.23,0.73
21/01/2015,RON,30,0.2,0.7
20/01/2015,RON,30,0.23,0.73
19/01/2015,RON,30,0.23,0.73
16/01/2015,RON,30,0.25,0.75
15/01/2015,RON,30,0.2,0.7
14/01/2015,RON,30,0.2,0.7
13/01/2015,RON,30,0.2,0.7
12/1/2015,RON,30,0.2,0.7
9/1/2015,RON,30,0.2,0.7
8/1/2015,RON,30,0.2,0.7
7/1/2015,RON,30,0.25,0.75
6/1/2015,RON,30,0.3,0.8
5/1/2015,RON,30,0.35,0.85
31/12/2014,RON,30,0.4,0.9
30/12/2014,RON,30,0.4,0.9
29/12/2014,RON,30,0.4,0.9
24/12/2014,RON,30,0.4,0.9
23/12/2014,RON,30,0.5,1
22/12/2014,RON,30,0.5,1
19/12/2014,RON,30,0.41,0.91
18/12/2014,RON,30,0.41,0.91
17/12/2014,RON,30,0.41,0.91
16/12/2014,RON,30,0.4,0.9
15/12/2014,RON,30,0.3,0.8
12/12/2014,RON,30,0.25,0.75
20/02/2017,RON,90,0.42,0.82
17/02/2017,RON,90,0.42,0.82
16/02/2017,RON,90,0.41,0.81
15/02/2017,RON,90,0.41,0.81
14/02/2017,RON,90,0.4,0.8
13/02/2017,RON,90,0.4,0.8
10/2/2017,RON,90,0.4,0.8
9/2/2017,RON,90,0.4,0.8
8/2/2017,RON,90,0.4,0.8
7/2/2017,RON,90,0.4,0.8
6/2/2017,RON,90,0.42,0.82
3/2/2017,RON,90,0.44,0.84
2/2/2017,RON,90,0.45,0.85
1/2/2017,RON,90,0.43,0.83
31/01/2017,RON,90,0.4,0.8
30/01/2017,RON,90,0.4,0.8
27/01/2017,RON,90,0.4,0.8
26/01/2017,RON,90,0.4,0.8
25/01/2017,RON,90,0.4,0.8
23/01/2017,RON,90,0.4,0.8
20/01/2017,RON,90,0.4,0.8
19/01/2017,RON,90,0.4,0.8
18/01/2017,RON,90,0.4,0.8
17/01/2017,RON,90,0.4,0.8
16/01/2017,RON,90,0.4,0.8
13/01/2017,RON,90,0.4,0.8
12/1/2017,RON,90,0.39,0.79
11/1/2017,RON,90,0.39,0.79
10/1/2017,RON,90,0.39,0.79
9/1/2017,RON,90,0.39,0.79
6/1/2017,RON,90,0.39,0.79
5/1/2017,RON,90,0.39,0.79
4/1/2017,RON,90,0.4,0.8
3/1/2017,RON,90,0.43,0.83
30/12/2016,RON,90,0.45,0.85
29/12/2016,RON,90,0.45,0.85
28/12/2016,RON,90,0.44,0.84
27/12/2016,RON,90,0.45,0.85
23/12/2016,RON,90,0.43,0.82
22/12/2016,RON,90,0.42,0.81
21/12/2016,RON,90,0.42,0.81
20/12/2016,RON,90,0.42,0.81
19/12/2016,RON,90,0.41,0.8
16/12/2016,RON,90,0.41,0.8
15/12/2016,RON,90,0.39,0.78
14/12/2016,RON,90,0.39,0.78
13/12/2016,RON,90,0.39,0.78
12/12/2016,RON,90,0.39,0.78
9/12/2016,RON,90,0.39,0.78
8/12/2016,RON,90,0.39,0.78
7/12/2016,RON,90,0.39,0.78
6/12/2016,RON,90,0.39,0.78
5/12/2016,RON,90,0.39,0.78
2/12/2016,RON,90,0.39,0.78
29/11/2016,RON,90,0.39,0.78
28/11/2016,RON,90,0.39,0.78
25/11/2016,RON,90,0.39,0.78
24/11/2016,RON,90,0.39,0.78
23/11/2016,RON,90,0.4,0.79
22/11/2016,RON,90,0.4,0.79
21/11/2016,RON,90,0.4,0.79
18/11/2016,RON,90,0.4,0.79
17/11/2016,RON,90,0.4,0.79
16/11/2016,RON,90,0.4,0.79
15/11/2016,RON,90,0.38,0.77
14/11/2016,RON,90,0.38,0.77
11/11/2016,RON,90,0.34,0.73
10/11/2016,RON,90,0.33,0.72
9/11/2016,RON,90,0.32,0.71
8/11/2016,RON,90,0.32,0.71
7/11/2016,RON,90,0.32,0.71
4/11/2016,RON,90,0.32,0.71
3/11/2016,RON,90,0.32,0.71
2/11/2016,RON,90,0.32,0.71
1/11/2016,RON,90,0.32,0.71
31/10/2016,RON,90,0.32,0.71
28/10/2016,RON,90,0.32,0.71
27/10/2016,RON,90,0.32,0.71
26/10/2016,RON,90,0.32,0.71
25/10/2016,RON,90,0.31,0.7
24/10/2016,RON,90,0.31,0.7
21/10/2016,RON,90,0.31,0.7
20/10/2016,RON,90,0.31,0.7
19/10/2016,RON,90,0.31,0.7
18/10/2016,RON,90,0.31,0.7
17/10/2016,RON,90,0.31,0.7
14/10/2016,RON,90,0.31,0.7
13/10/2016,RON,90,0.32,0.71
12/10/2016,RON,90,0.31,0.7
11/10/2016,RON,90,0.31,0.7
10/10/2016,RON,90,0.3,0.69
7/10/2016,RON,90,0.3,0.69
6/10/2016,RON,90,0.3,0.69
5/10/2016,RON,90,0.3,0.69
4/10/2016,RON,90,0.3,0.69
3/10/2016,RON,90,0.3,0.69
30/09/2016,RON,90,0.32,0.71
29/09/2016,RON,90,0.32,0.71
28/09/2016,RON,90,0.32,0.71
27/09/2016,RON,90,0.32,0.71
26/09/2016,RON,90,0.33,0.72
23/09/2016,RON,90,0.33,0.72
22/09/2016,RON,90,0.33,0.72
21/09/2016,RON,90,0.33,0.72
20/09/2016,RON,90,0.34,0.73
19/09/2016,RON,90,0.34,0.73
16/09/2016,RON,90,0.34,0.73
15/09/2016,RON,90,0.34,0.73
14/09/2016,RON,90,0.35,0.74
13/09/2016,RON,90,0.35,0.74
12/9/2016,RON,90,0.35,0.74
9/9/2016,RON,90,0.35,0.74
8/9/2016,RON,90,0.35,0.75
7/9/2016,RON,90,0.34,0.75
6/9/2016,RON,90,0.35,0.76
5/9/2016,RON,90,0.35,0.76
2/9/2016,RON,90,0.35,0.76
1/9/2016,RON,90,0.35,0.77
31/08/2016,RON,90,0.35,0.77
30/08/2016,RON,90,0.35,0.77
29/08/2016,RON,90,0.35,0.77
26/08/2016,RON,90,0.35,0.77
25/08/2016,RON,90,0.35,0.77
24/08/2016,RON,90,0.35,0.77
23/08/2016,RON,90,0.35,0.77
22/08/2016,RON,90,0.35,0.77
19/08/2016,RON,90,0.35,0.77
18/08/2016,RON,90,0.35,0.77
17/08/2016,RON,90,0.36,0.78
16/08/2016,RON,90,0.36,0.78
12/8/2016,RON,90,0.37,0.79
11/8/2016,RON,90,0.37,0.79
10/8/2016,RON,90,0.38,0.8
9/8/2016,RON,90,0.38,0.8
8/8/2016,RON,90,0.39,0.81
5/8/2016,RON,90,0.39,0.81
4/8/2016,RON,90,0.39,0.81
3/8/2016,RON,90,0.39,0.81
2/8/2016,RON,90,0.39,0.81
1/8/2016,RON,90,0.39,0.81
29/07/2016,RON,90,0.39,0.81
28/07/2016,RON,90,0.39,0.81
27/07/2016,RON,90,0.4,0.82
26/07/2016,RON,90,0.4,0.82
25/07/2016,RON,90,0.4,0.82
22/07/2016,RON,90,0.39,0.81
21/07/2016,RON,90,0.39,0.81
20/07/2016,RON,90,0.38,0.8
19/07/2016,RON,90,0.39,0.81
18/07/2016,RON,90,0.4,0.8
15/07/2016,RON,90,0.4,0.8
14/07/2016,RON,90,0.39,0.79
13/07/2016,RON,90,0.38,0.78
12/7/2016,RON,90,0.38,0.78
11/7/2016,RON,90,0.38,0.78
8/7/2016,RON,90,0.38,0.78
7/7/2016,RON,90,0.38,0.78
6/7/2016,RON,90,0.38,0.78
5/7/2016,RON,90,0.38,0.8
4/7/2016,RON,90,0.38,0.8
1/7/2016,RON,90,0.39,0.81
30/06/2016,RON,90,0.39,0.81
29/06/2016,RON,90,0.4,0.82
28/06/2016,RON,90,0.4,0.82
27/06/2016,RON,90,0.4,0.82
24/06/2016,RON,90,0.4,0.82
23/06/2016,RON,90,0.35,0.76
22/06/2016,RON,90,0.35,0.76
21/06/2016,RON,90,0.35,0.76
17/06/2016,RON,90,0.35,0.76
16/06/2016,RON,90,0.35,0.76
15/06/2016,RON,90,0.35,0.76
14/06/2016,RON,90,0.35,0.76
13/06/2016,RON,90,0.35,0.76
10/6/2016,RON,90,0.35,0.76
9/6/2016,RON,90,0.35,0.76
8/6/2016,RON,90,0.35,0.76
7/6/2016,RON,90,0.35,0.76
6/6/2016,RON,90,0.35,0.76
3/6/2016,RON,90,0.35,0.76
2/6/2016,RON,90,0.35,0.76
1/6/2016,RON,90,0.35,0.76
31/05/2016,RON,90,0.35,0.76
30/05/2016,RON,90,0.35,0.76
27/05/2016,RON,90,0.35,0.76
26/05/2016,RON,90,0.35,0.76
25/05/2016,RON,90,0.35,0.76
24/05/2016,RON,90,0.35,0.76
23/05/2016,RON,90,0.35,0.76
20/05/2016,RON,90,0.35,0.76
19/05/2016,RON,90,0.35,0.76
18/05/2016,RON,90,0.35,0.76
17/05/2016,RON,90,0.35,0.77
16/05/2016,RON,90,0.35,0.78
13/05/2016,RON,90,0.35,0.78
12/5/2016,RON,90,0.35,0.78
11/5/2016,RON,90,0.35,0.78
10/5/2016,RON,90,0.35,0.78
9/5/2016,RON,90,0.35,0.78
6/5/2016,RON,90,0.35,0.78
5/5/2016,RON,90,0.35,0.78
4/5/2016,RON,90,0.35,0.78
3/5/2016,RON,90,0.35,0.78
29/04/2016,RON,90,0.35,0.78
28/04/2016,RON,90,0.35,0.78
27/04/2016,RON,90,0.35,0.78
26/04/2016,RON,90,0.35,0.78
25/04/2016,RON,90,0.35,0.78
22/04/2016,RON,90,0.35,0.78
21/04/2016,RON,90,0.35,0.78
20/04/2016,RON,90,0.35,0.78
19/04/2016,RON,90,0.35,0.78
18/04/2016,RON,90,0.35,0.78
15/04/2016,RON,90,0.35,0.78
14/04/2016,RON,90,0.35,0.78
13/04/2016,RON,90,0.35,0.78
12/4/2016,RON,90,0.35,0.78
11/4/2016,RON,90,0.35,0.78
8/4/2016,RON,90,0.35,0.78
7/4/2016,RON,90,0.35,0.78
6/4/2016,RON,90,0.35,0.78
5/4/2016,RON,90,0.35,0.78
4/4/2016,RON,90,0.35,0.78
1/4/2016,RON,90,0.35,0.78
31/03/2016,RON,90,0.35,0.78
30/03/2016,RON,90,0.36,0.79
29/03/2016,RON,90,0.36,0.79
28/03/2016,RON,90,0.36,0.79
25/03/2016,RON,90,0.36,0.79
24/03/2016,RON,90,0.36,0.79
23/03/2016,RON,90,0.36,0.79
22/03/2016,RON,90,0.36,0.79
21/03/2016,RON,90,0.36,0.79
18/03/2016,RON,90,0.36,0.79
17/03/2016,RON,90,0.35,0.78
16/03/2016,RON,90,0.35,0.78
15/03/2016,RON,90,0.35,0.78
14/03/2016,RON,90,0.34,0.77
11/3/2016,RON,90,0.34,0.77
10/3/2016,RON,90,0.33,0.76
9/3/2016,RON,90,0.33,0.76
8/3/2016,RON,90,0.33,0.76
7/3/2016,RON,90,0.33,0.76
4/3/2016,RON,90,0.33,0.76
3/3/2016,RON,90,0.33,0.76
2/3/2016,RON,90,0.32,0.75
1/3/2016,RON,90,0.32,0.75
29/02/2016,RON,90,0.32,0.75
26/02/2016,RON,90,0.32,0.75
25/02/2016,RON,90,0.32,0.75
24/02/2016,RON,90,0.32,0.75
23/02/2016,RON,90,0.32,0.75
22/02/2016,RON,90,0.34,0.77
19/02/2016,RON,90,0.34,0.77
18/02/2016,RON,90,0.34,0.77
17/02/2016,RON,90,0.35,0.78
16/02/2016,RON,90,0.36,0.79
15/02/2016,RON,90,0.36,0.79
12/2/2016,RON,90,0.36,0.79
11/2/2016,RON,90,0.35,0.78
10/2/2016,RON,90,0.35,0.78
9/2/2016,RON,90,0.35,0.78
8/2/2016,RON,90,0.35,0.78
5/2/2016,RON,90,0.35,0.78
4/2/2016,RON,90,0.35,0.78
3/2/2016,RON,90,0.4,0.83
2/2/2016,RON,90,0.4,0.83
1/2/2016,RON,90,0.42,0.85
29/01/2016,RON,90,0.43,0.86
28/01/2016,RON,90,0.43,0.89
27/01/2016,RON,90,0.43,0.89
26/01/2016,RON,90,0.43,0.86
25/01/2016,RON,90,0.48,0.91
22/01/2016,RON,90,0.48,0.91
21/01/2016,RON,90,0.48,0.91
20/01/2016,RON,90,0.49,0.92
19/01/2016,RON,90,0.5,0.93
18/01/2016,RON,90,0.5,0.93
15/01/2016,RON,90,0.5,0.93
14/01/2016,RON,90,0.5,0.93
13/01/2016,RON,90,0.5,0.93
12/1/2016,RON,90,0.53,0.96
11/1/2016,RON,90,0.55,0.99
8/1/2016,RON,90,0.56,1.01
7/1/2016,RON,90,0.55,1
6/1/2016,RON,90,0.55,1.01
5/1/2016,RON,90,0.55,1.01
4/1/2016,RON,90,0.59,1.05
31/12/2015,RON,90,0.6,1.06
